"table_catalog","table_schema","table_name","column_name","data_type","numeric_precision","ordinal_position","column_default","is_nullable","description"
kyc_db,public,bundle_type,amount,bigint,64,6,,YES,
kyc_db,public,bundle_type,description,character varying,,7,,YES,
kyc_db,public,bundle_type,bundle_name,character varying,,8,,YES,
kyc_db,public,bundle_type,unit,character varying,,9,,YES,
kyc_db,public,bundle_type,value,character varying,,10,,YES,
kyc_db,public,bundle_type,vtu_category_fk,bigint,64,11,,NO,
kyc_db,public,cbs_device_details,pk,bigint,64,1,,NO,
kyc_db,public,cbs_device_details,active,boolean,,2,,NO,
kyc_db,public,cbs_device_details,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,cbs_device_details,deleted,boolean,,4,,NO,
kyc_db,public,cbs_device_details,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,cbs_device_details,auth_by_firstname,character varying,,6,,YES,
kyc_db,public,cbs_device_details,auth_by_lastname,character varying,,7,,YES,
kyc_db,public,cbs_device_details,center_code,character varying,,8,,YES,
kyc_db,public,cbs_device_details,center_name,character varying,,9,,YES,
kyc_db,public,cbs_device_details,created_by_firstname,character varying,,10,,YES,
kyc_db,public,cbs_device_details,created_by_lastname,character varying,,11,,YES,
kyc_db,public,cbs_device_details,curr_location_lat,double precision,53,12,,YES,
kyc_db,public,cbs_device_details,curr_location_long,double precision,53,13,,YES,
kyc_db,public,cbs_device_details,date_created,character varying,,14,,YES,
kyc_db,public,cbs_device_details,esa_code,character varying,,15,,YES,
kyc_db,public,cbs_device_details,esa_name,character varying,,16,,YES,
kyc_db,public,cbs_device_details,machine_tag,character varying,,17,,YES,
kyc_db,public,cbs_device_details,prov_identifier,character varying,,18,,YES,
kyc_db,public,cbs_device_details,request_id,character varying,,19,,YES,
kyc_db,public,churn_detail,pk,numeric,19,1,,NO,
kyc_db,public,churn_detail,active,boolean,,2,,NO,
kyc_db,public,churn_detail,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,churn_detail,deleted,boolean,,4,,NO,
kyc_db,public,churn_detail,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,churn_detail,churn_date,timestamp without time zone,,6,,NO,
kyc_db,public,churn_detail,ref_no,text,,7,,NO,
kyc_db,public,churn_detail,churn_msisdn_fk,numeric,19,8,,NO,
kyc_db,public,churn_msisdn,pk,numeric,19,1,,NO,
kyc_db,public,churn_msisdn,active,boolean,,2,,NO,
kyc_db,public,churn_msisdn,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,churn_msisdn,deleted,boolean,,4,,NO,
kyc_db,public,churn_msisdn,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,churn_msisdn,msisdn,character varying,,6,,NO,
kyc_db,public,client_activity_log,pk,bigint,64,1,,NO,
kyc_db,public,client_activity_log,active,boolean,,2,,NO,
kyc_db,public,client_activity_log,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,client_activity_log,deleted,boolean,,4,,NO,
kyc_db,public,client_activity_log,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,client_activity_log,activity,character varying,,6,,YES,
kyc_db,public,client_activity_log,activity_end_time,timestamp without time zone,,7,,YES,
kyc_db,public,client_activity_log,activity_start_time,timestamp without time zone,,8,,YES,
kyc_db,public,client_activity_log,app_version,real,24,9,,YES,
kyc_db,public,client_activity_log,duration,bigint,64,10,,YES,
kyc_db,public,client_activity_log,enrollment_ref,character varying,,11,,YES,
kyc_db,public,client_activity_log,failure_count,integer,32,12,,YES,
kyc_db,public,client_activity_log,failure_reason,character varying,,13,,YES,
kyc_db,public,client_activity_log,full_name,character varying,,14,,YES,
kyc_db,public,client_activity_log,info1,character varying,,15,,YES,
kyc_db,public,client_activity_log,info2,character varying,,16,,YES,
kyc_db,public,client_activity_log,info3,character varying,,17,,YES,
kyc_db,public,client_activity_log,info4,character varying,,18,,YES,
kyc_db,public,client_activity_log,info5,character varying,,19,,YES,
kyc_db,public,client_activity_log,kit_tag,character varying,,20,,YES,
kyc_db,public,client_activity_log,mac_address,character varying,,21,,YES,
kyc_db,public,client_activity_log,network_status,character varying,,22,,YES,
kyc_db,public,client_activity_log,network_strength,character varying,,23,,YES,
kyc_db,public,client_activity_log,network_type,character varying,,24,,YES,
kyc_db,public,client_activity_log,phone_number,character varying,,25,,YES,
kyc_db,public,client_activity_log,realtime_device_id,character varying,,26,,YES,
kyc_db,public,client_activity_log,ref_device_id,character varying,,27,,YES,
kyc_db,public,client_activity_log,sim_serial,character varying,,28,,YES,
kyc_db,public,client_activity_log,sync_file_name,character varying,,29,,YES,
kyc_db,public,client_activity_log,sync_file_status,character varying,,30,,YES,
kyc_db,public,client_activity_log,sync_transfer_mode,character varying,,31,,YES,
kyc_db,public,client_activity_log,unique_activity_code,character varying,,32,,YES,
kyc_db,public,client_activity_log,username,character varying,,33,,YES,
kyc_db,public,client_activity_log,extension_count,bit varying,,34,,YES,
kyc_db,public,client_activity_log,point_of_termination,character varying,,35,,YES,
kyc_db,public,client_activity_log,termination_flag,character varying,,36,,YES,
kyc_db,public,client_activity_log_ext,agent_bvn,character varying,,1,,YES,
kyc_db,public,client_activity_log_ext,agent_first_name,character varying,,2,,YES,
kyc_db,public,client_activity_log_ext,agent_last_name,character varying,,3,,YES,
kyc_db,public,client_activity_log_ext,app_name,character varying,,4,,YES,
kyc_db,public,client_activity_log_ext,bvn,character varying,,5,,YES,
kyc_db,public,client_activity_log_ext,captured_offline,boolean,,6,,YES,
kyc_db,public,client_activity_log_ext,cbs_acct_code,character varying,,7,,YES,
kyc_db,public,client_activity_log_ext,cbs_paymt_ref,character varying,,8,,YES,
kyc_db,public,client_activity_log_ext,sync_file_check_sum,character varying,,9,,YES,
kyc_db,public,client_activity_log_ext,enrollment_sub_types,character varying,,10,,YES,
kyc_db,public,client_activity_log_ext,enrollment_type,character varying,,11,,YES,
kyc_db,public,client_activity_log_ext,file_name,character varying,,12,,YES,
kyc_db,public,client_activity_log_ext,img_override_reason,character varying,,13,,YES,
kyc_db,public,client_activity_log_ext,latitude,character varying,,14,,YES,
kyc_db,public,client_activity_log_ext,location_gen_time,timestamp without time zone,,15,,YES,
kyc_db,public,client_activity_log_ext,longitude,character varying,,16,,YES,
kyc_db,public,client_activity_log_ext,nibss_bvn_validation_resp_body,character varying,,17,,YES,
kyc_db,public,client_activity_log_ext,nibss_bvn_validation_resp_code,character varying,,18,,YES,
kyc_db,public,client_activity_log_ext,nibss_bvn_validation_resp_mess,character varying,,19,,YES,
kyc_db,public,client_activity_log_ext,nibss_bvn_validation_status,character varying,,20,,YES,
kyc_db,public,client_activity_log_ext,nibss_failure_reason,character varying,,21,,YES,
kyc_db,public,client_activity_log_ext,nin_generation_using_bvn,boolean,,22,,YES,
kyc_db,public,client_activity_log_ext,outlet_code,character varying,,23,,YES,
kyc_db,public,client_activity_log_ext,outlet_name,character varying,,24,,YES,
kyc_db,public,client_activity_log_ext,proceed_without_verify,boolean,,25,,YES,
kyc_db,public,client_activity_log_ext,production_capture,boolean,,26,,YES,
kyc_db,public,client_activity_log_ext,record_id,character varying,,27,,YES,
kyc_db,public,client_activity_log_ext,registered_user_name,character varying,,28,,YES,
kyc_db,public,client_activity_log_ext,sent_to_cbs,boolean,,29,,YES,
kyc_db,public,client_activity_log_ext,service_response,character varying,,30,,YES,
kyc_db,public,client_activity_log_ext,sync_status,character varying,,31,,YES,
kyc_db,public,client_activity_log_ext,threshold_version,integer,32,32,,YES,
kyc_db,public,client_activity_log_ext,vendor_id,character varying,,33,,YES,
kyc_db,public,client_activity_log_ext,verification_count,integer,32,34,,YES,
kyc_db,public,client_activity_log_ext,verified_by_client,boolean,,35,,YES,
kyc_db,public,client_activity_log_ext,pk,bigint,64,36,,NO,
kyc_db,public,client_activity_log_ext,device_id,character varying,,37,,YES,
kyc_db,public,client_activity_log_ext,cbs_request_id,character varying,,38,,YES,
kyc_db,public,client_activity_log_ext,tracking_id,character varying,,39,,YES,
kyc_db,public,client_activity_log_ext,name,character varying,,40,,YES,
kyc_db,public,client_lock_out_log,pk,numeric,19,1,,NO,
kyc_db,public,client_lock_out_log,active,boolean,,2,,NO,
kyc_db,public,client_lock_out_log,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,client_lock_out_log,deleted,boolean,,4,,NO,
kyc_db,public,client_lock_out_log,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,client_lock_out_log,enrollment_ref_fk,numeric,19,6,,YES,
kyc_db,public,client_lock_out_log,km_user_fk,numeric,19,7,,NO,
kyc_db,public,community_,pk,numeric,19,1,,NO,
kyc_db,public,community_,active,boolean,,2,,NO,
kyc_db,public,community_,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,community_,deleted,boolean,,4,,NO,
kyc_db,public,community_,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,community_,description,text,,6,,YES,
kyc_db,public,community_,name,text,,7,,YES,
kyc_db,public,community_,km_user_fk,numeric,19,8,,YES,
kyc_db,public,country,id,bigint,64,1,,NO,
kyc_db,public,country,code,character varying,,2,,NO,
kyc_db,public,country,country_id,integer,32,3,,YES,
kyc_db,public,country,name,character varying,,4,,NO,
kyc_db,public,crm_push_status,id,numeric,19,1,,NO,
kyc_db,public,crm_push_status,crm_create_timestamp,timestamp without time zone,,2,,YES,
kyc_db,public,crm_push_status,crm_push_timestamp_,timestamp without time zone,,3,,YES,
kyc_db,public,crm_push_status,crm_type,text,,4,,YES,
kyc_db,public,crm_push_status,push_status,text,,5,,YES,
kyc_db,public,crm_push_status,skip,boolean,,6,,YES,
kyc_db,public,crm_push_status,skip_reason,text,,7,,YES,
kyc_db,public,crm_push_status,unique_id,text,,8,,YES,
kyc_db,public,crm_push_status,msisdn_detail_fk,numeric,19,9,,NO,
kyc_db,public,dad_bakup14072021,pk,bigint,64,1,,YES,
kyc_db,public,dad_bakup14072021,active,boolean,,2,,YES,
kyc_db,public,dad_bakup14072021,create_date,timestamp without time zone,,3,,YES,
kyc_db,public,dad_bakup14072021,deleted,boolean,,4,,YES,
kyc_db,public,dad_bakup14072021,last_modified,timestamp without time zone,,5,,YES,
kyc_db,public,dad_bakup14072021,device_id,character varying,,6,,YES,
kyc_db,public,dad_bakup14072021,outlet_code,character varying,,7,,YES,
kyc_db,public,dad_bakup14072021,prod_backend_service_host_name,character varying,,8,,YES,
kyc_db,public,dad_bakup14072021,prod_backend_service_port,character varying,,9,,YES,
kyc_db,public,dad_bakup14072021,prod_backend_ws_password,character varying,,10,,YES,
kyc_db,public,dad_bakup14072021,prod_backend_ws_username,character varying,,11,,YES,
kyc_db,public,dad_bakup14072021,prod_data_upload_url,character varying,,12,,YES,
kyc_db,public,dad_bakup14072021,prod_enc_service_host_name,character varying,,13,,YES,
kyc_db,public,dad_bakup14072021,prod_enc_service_port,character varying,,14,,YES,
kyc_db,public,dad_bakup14072021,prod_personalization_url,character varying,,15,,YES,
kyc_db,public,dad_bakup14072021,prod_secret_phrase,character varying,,16,,YES,
kyc_db,public,dad_bakup14072021,test_backend_service_host_name,character varying,,17,,YES,
kyc_db,public,dad_bakup14072021,test_backend_service_port,character varying,,18,,YES,
kyc_db,public,dad_bakup14072021,test_backend_ws_password,character varying,,19,,YES,
kyc_db,public,dad_bakup14072021,test_backend_ws_username,character varying,,20,,YES,
kyc_db,public,dad_bakup14072021,test_data_upload_url,character varying,,21,,YES,
kyc_db,public,dad_bakup14072021,test_enc_service_host_name,character varying,,22,,YES,
kyc_db,public,dad_bakup14072021,test_enc_service_port,character varying,,23,,YES,
kyc_db,public,dad_bakup14072021,test_personalization_url,character varying,,24,,YES,
kyc_db,public,dad_bakup14072021,test_secret_phrase,character varying,,25,,YES,
kyc_db,public,db_storage,Month,text,,1,,NO,
kyc_db,public,db_storage,day,date,,2,,YES,
kyc_db,public,db_storage,db_size,text,,3,,YES,
kyc_db,public,dealer_division,pk,bigint,64,1,,NO,
kyc_db,public,dealer_division,active,boolean,,2,,NO,
kyc_db,public,dealer_division,create_date,timestamp without time zone,,3,,NO,
kyc_db,public,dealer_division,deleted,boolean,,4,,NO,
kyc_db,public,dealer_division,last_modified,timestamp without time zone,,5,,NO,
kyc_db,public,dealer_division,code,character varying,,6,,YES,
kyc_db,public,dealer_division,name,character varying,,7,,YES,
kyc_db,public,dealer_exclusion_list,pk,numeric,19,1,,NO,
kyc_db,public,dealer_exclusion_list,active,boolean,,2,,NO,
kyc_db,public,dealer_exclusion_list,create_date,timestamp without time zone,,3,,NO,
